transaction_date,transaction_time,transaction_qty,store_location,unit_price,product_category,product_type,product_detail,periodo,temporada
738521,25571,2,0,3.0,0,0,0,0,0
738521,25736,2,0,3.1,1,1,1,0,0
738521,26044,2,0,4.5,2,2,2,0,0
738521,26424,1,0,2.0,0,3,3,0,0
738521,26561,2,0,3.1,1,1,1,0,0
738521,26561,1,0,3.0,3,4,4,0,0
738521,26749,1,0,2.0,0,3,3,0,0
738521,27214,2,0,2.0,0,0,5,0,0
738521,27553,1,0,4.25,0,5,6,0,0
738521,27574,2,0,3.5,2,2,7,0,0
738521,27785,1,0,2.55,1,1,8,0,0
738521,27875,2,0,3.5,0,0,9,0,0
738521,27951,1,0,3.0,1,6,10,0,0
738521,28099,1,0,3.1,1,1,1,0,0
738521,28356,2,0,3.0,0,5,11,0,0
738521,28798,2,0,3.0,1,7,12,0,0
738521,28798,1,0,3.75,3,4,13,0,0
738521,28818,1,1,2.5,1,8,14,0,0
738521,28839,2,1,4.5,2,2,2,0,0
738521,29505,1,1,4.75,2,2,15,0,0
738521,29847,2,1,3.5,0,0,9,0,0
738521,30266,2,0,2.55,1,1,8,0,0
738521,30266,1,0,3.25,3,9,16,0,0
738521,30578,1,1,2.55,1,1,8,0,0
738521,30683,1,1,3.75,0,5,17,0,0
738521,30788,1,0,3.0,1,8,18,0,0
738521,30788,1,0,3.5,3,9,19,0,0
738521,30903,2,0,3.0,1,8,20,0,0
738521,30903,1,0,3.75,3,10,21,0,0
738521,31317,2,1,3.75,0,5,17,0,0
738521,31923,1,1,3.75,0,5,22,0,0
738521,31952,1,0,3.0,0,11,23,0,0
738521,32073,2,0,3.5,0,11,24,0,0
738521,32187,2,0,2.5,0,0,25,0,0
738521,32266,1,1,2.5,1,1,26,0,0
738521,32335,1,0,3.0,0,11,23,0,0
738521,32412,1,0,4.0,1,1,27,0,0
738521,32424,2,1,3.75,0,5,17,0,0
738521,32833,1,1,3.0,1,8,20,0,0
738521,32889,2,1,3.0,1,8,20,0,0
738521,32893,1,1,3.0,0,3,28,0,0
738521,33030,2,0,3.75,2,2,29,0,0
738521,33030,1,0,4.5,3,4,30,0,0
738521,33066,1,0,2.55,1,1,8,0,0
738521,33066,1,0,3.0,3,4,4,0,0
738521,33181,1,0,2.5,1,8,31,0,0
738521,33195,2,0,2.55,1,1,8,0,0
738521,33256,1,0,2.5,1,6,32,0,0
738521,33257,1,1,2.5,0,3,33,0,0
738521,33265,1,1,2.5,1,7,34,0,0
738521,33281,1,1,3.0,0,0,0,0,0
738521,33309,2,0,3.0,1,7,12,0,0
738521,33313,2,0,3.0,1,8,18,0,0
738521,33561,2,0,2.2,0,11,35,0,0
738521,33566,1,1,4.5,2,2,2,0,0
738521,33668,1,0,3.75,0,5,22,0,0
738521,33737,1,1,3.0,1,8,20,0,0
738521,33766,1,0,2.45,0,12,36,0,0
738521,34196,2,1,3.75,0,12,37,0,0
738521,34196,1,1,3.5,3,9,38,0,0
738521,34197,1,1,3.0,1,1,39,0,0
738521,34457,2,1,4.25,0,5,40,0,0
738521,34813,1,0,4.25,0,5,40,0,0
738521,34882,2,0,3.0,1,8,20,0,0
738521,34882,1,0,3.75,3,4,13,0,0
738521,35060,2,0,2.5,1,1,26,0,0
738521,35086,1,0,3.0,0,3,28,0,0
738521,35206,2,0,3.0,0,5,41,0,0
738521,35260,2,1,3.75,0,5,17,0,0
738521,35444,2,0,3.0,0,5,41,0,0
738521,35444,1,0,3.25,3,9,16,0,0
738521,35578,1,0,2.5,1,6,42,0,0
738521,35608,1,1,3.0,1,7,12,0,0
738521,35624,2,1,3.75,0,5,17,0,0
738521,35624,1,1,3.25,3,4,43,0,0
738521,35629,1,1,3.1,0,12,44,0,0
738521,35686,1,0,2.5,0,3,33,0,0
738521,35716,2,0,3.0,1,8,18,0,0
738521,35790,1,1,2.0,0,3,3,0,0
738521,36039,2,1,3.0,0,0,0,0,0
738521,36235,2,1,3.75,0,12,37,0,0
738521,36889,1,0,3.0,0,11,23,0,0
738521,36889,1,0,3.75,3,10,21,0,0
738521,36990,2,0,3.0,0,0,0,0,0
738521,36993,1,1,2.5,1,1,26,0,0
738521,37094,2,1,4.25,0,5,40,0,0
738521,37132,2,0,2.2,0,11,35,0,0
738521,37182,2,0,2.5,0,3,33,0,0
738521,37459,1,1,2.5,1,1,26,0,0
738521,37522,2,1,2.55,1,1,8,0,0
738521,37545,2,0,3.5,2,2,7,0,0
738521,37545,1,0,3.5,3,9,38,0,0
738521,37668,2,1,3.0,1,7,12,0,0
738521,37807,1,0,3.1,0,12,44,0,0
738521,37807,1,0,3.25,3,4,45,0,0
738521,38147,1,1,3.75,2,2,29,0,0
738521,38513,1,0,4.5,2,2,2,0,0
738521,38873,2,0,3.75,0,12,37,0,0
738521,38953,2,1,3.0,1,6,10,0,0
738521,38991,2,0,4.75,2,2,15,0,0
738521,39077,1,0,3.0,1,7,12,0,0
738521,39164,2,1,2.5,0,3,33,0,0
738521,39164,1,1,3.75,3,10,46,0,0
738521,39374,1,0,3.75,0,5,22,0,0
738521,39374,1,0,3.5,3,9,19,0,0
738521,39708,1,2,2.0,0,3,3,0,0
738521,39718,1,2,3.75,0,5,22,0,0
738521,39718,1,2,3.5,3,10,47,0,0
738521,39805,2,0,3.0,1,7,12,0,0
738521,39805,1,0,3.5,3,10,47,0,0
738521,39872,2,1,4.25,0,5,6,0,0
738521,40091,1,2,4.5,2,2,2,0,0
738521,40139,2,1,3.0,1,6,10,0,0
738521,40141,1,2,4.5,2,2,2,0,0
738521,40221,1,2,3.0,1,7,12,0,0
738521,40221,1,2,3.75,3,4,13,0,0
738521,40258,1,2,2.5,1,7,34,0,0
738521,40349,1,2,3.0,1,8,18,0,0
738521,40562,2,2,3.0,1,8,20,0,0
738521,40860,2,1,2.5,1,1,26,0,0
738521,40864,2,0,3.0,1,6,10,0,0
738521,40874,1,2,3.75,2,2,29,0,0
738521,40981,1,1,2.2,0,0,48,0,0
738521,41023,2,0,3.75,2,2,29,0,0
738521,41023,1,0,3.0,3,4,4,0,0
738521,41135,2,2,3.0,1,6,49,0,0
738521,41137,2,0,3.75,0,5,17,0,0
738521,41295,2,1,2.5,1,8,31,0,0
738521,41309,2,2,3.5,0,0,9,0,0
738521,41365,2,0,2.55,1,1,8,0,0
738521,41397,2,1,3.1,0,12,44,0,0
738521,41397,1,1,4.5,3,4,30,0,0
738521,41422,1,1,2.5,0,3,33,0,0
738521,41495,1,1,3.0,0,3,28,0,0
738521,41503,2,0,3.0,1,6,10,0,0
738521,41503,1,0,3.25,3,4,43,0,0
738521,41513,2,0,2.5,1,1,26,0,0
738521,41513,1,0,3.5,3,10,47,0,0
738521,41954,1,0,3.75,2,2,29,0,0
738521,41954,1,0,3.75,3,10,21,0,0
738521,42026,2,2,2.5,1,1,50,0,0
738521,42237,2,2,2.2,0,11,35,0,0
738521,42249,1,0,3.75,0,5,22,0,0
738521,42433,1,2,3.0,0,0,51,0,0
738521,42536,2,1,2.5,1,6,42,0,0
738521,42582,1,1,2.5,1,1,26,0,0
738521,42582,1,1,3.25,3,4,43,0,0
738521,42616,2,2,3.0,0,11,23,0,0
738521,42623,2,2,3.75,0,12,37,0,0
738521,42658,2,0,3.0,1,8,20,0,0
738521,42690,2,1,3.5,0,0,9,0,0
738521,42751,1,0,3.1,1,1,1,0,0
738521,43037,2,2,3.0,0,5,41,0,0
738521,43079,1,2,2.5,1,6,42,0,0
738521,43079,1,2,3.75,3,4,13,0,0
738521,43095,2,2,3.75,2,2,29,0,0
738521,43220,1,0,2.5,0,0,25,1,0
738521,43260,2,2,3.0,1,6,49,1,0
738521,43280,2,2,3.1,0,12,44,1,0
738521,43280,1,2,3.5,3,10,47,1,0
738521,43389,1,1,3.75,0,12,37,1,0
738521,43418,1,1,3.0,1,7,12,1,0
738521,43423,1,2,2.5,1,8,31,1,0
738521,43462,2,1,3.5,0,11,24,1,0
738521,43531,2,2,2.5,1,1,50,1,0
738521,43589,1,0,2.5,1,7,34,1,0
738521,43662,1,1,3.0,0,3,28,1,0
738521,43701,1,0,3.0,1,8,18,1,0
738521,43716,1,1,3.1,0,12,44,1,0
738521,43751,2,2,2.0,0,0,5,1,0
738521,43752,2,1,2.5,1,6,42,1,0
738521,43987,2,0,3.75,0,5,22,1,0
738521,44066,2,1,3.1,0,12,44,1,0
738521,44258,2,1,2.5,1,6,42,1,0
738521,44287,2,0,2.2,0,11,35,1,0
738521,44324,2,2,3.0,1,6,49,1,0
738521,44416,2,2,3.75,2,2,29,1,0
738521,44619,1,2,3.0,0,3,28,1,0
738521,44826,2,0,4.25,0,5,40,1,0
738521,45046,2,2,2.5,1,8,31,1,0
738521,45049,1,1,3.75,0,5,22,1,0
738521,45200,2,2,2.5,1,1,26,1,0
738521,45215,2,2,2.5,0,0,25,1,0
738521,45353,2,0,2.2,0,0,48,1,0
738521,45417,1,1,3.75,2,2,29,1,0
738521,45508,2,1,3.0,1,6,49,1,0
738521,45746,1,2,3.0,1,1,39,1,0
738521,45841,1,1,3.75,2,2,29,1,0
738521,45871,1,2,3.0,1,1,39,1,0
738521,45872,1,2,2.5,1,1,50,1,0
738521,45952,2,2,2.0,0,0,5,1,0
738521,45982,1,2,2.55,1,1,8,1,0
738521,45986,1,2,2.5,0,3,33,1,0
738521,46015,1,2,3.5,0,0,9,1,0
738521,46015,1,2,3.5,3,10,47,1,0
738521,46088,2,2,3.75,0,5,22,1,0
738521,46188,1,1,3.0,0,0,51,1,0
738521,46215,1,2,4.5,2,2,2,1,0
738521,46228,2,2,3.0,0,0,0,1,0
738521,46281,1,1,3.0,1,1,39,1,0
738521,46317,1,0,4.75,2,2,15,1,0
738521,46317,1,0,3.25,3,4,43,1,0
738521,46338,1,0,2.55,1,1,8,1,0
738521,46338,1,0,3.5,3,10,47,1,0
738521,46391,2,1,2.5,0,0,25,1,0
738521,46439,1,1,3.0,0,5,41,1,0
738521,46525,1,2,3.0,1,6,49,1,0
738521,46527,1,0,3.1,1,1,1,1,0
738521,46527,1,0,3.5,3,10,47,1,0
738521,46536,1,1,3.0,1,8,20,1,0
738521,46553,2,1,3.0,0,11,23,1,0
738521,46593,1,2,4.75,2,2,15,1,0
738521,46619,1,2,3.0,1,7,12,1,0
738521,46734,2,2,2.5,1,8,31,1,0
738521,46746,1,1,3.75,0,12,37,1,0
738521,46838,2,0,3.0,0,0,51,1,0
738521,46893,2,0,2.2,0,11,35,1,0
738521,46960,1,1,3.0,1,6,49,1,0
738521,46960,1,1,4.5,3,4,30,1,0
738521,46972,1,1,3.0,0,11,23,1,0
738521,46993,2,2,3.0,1,8,18,1,0
738521,47041,2,1,2.2,0,11,35,1,0
738521,47041,1,1,3.25,3,4,43,1,0
738521,47062,2,1,2.5,1,8,14,1,0
738521,47077,2,1,2.5,1,1,26,1,0
738521,47091,1,2,2.0,0,3,3,1,0
738521,47156,1,2,3.5,2,2,7,1,0
738521,47257,2,0,3.0,0,3,28,1,0
738521,47343,1,2,3.1,0,12,44,1,0
738521,47523,2,0,3.0,0,0,51,1,0
738521,47589,1,0,3.75,2,2,29,1,0
738521,47850,1,1,2.55,1,1,8,1,0
738521,47852,2,2,4.0,1,1,27,1,0
738521,47914,2,1,3.0,1,6,49,1,0
738521,47949,1,1,4.0,1,1,27,1,0
738521,47949,1,1,3.5,3,10,47,1,0
738521,47976,1,2,2.5,0,3,33,1,0
738521,47996,2,1,2.2,0,0,48,1,0
738521,48051,2,2,3.1,0,12,44,1,0
738521,48083,2,2,3.75,0,5,22,1,0
738521,48131,1,0,2.5,0,3,33,1,0
738521,48165,2,2,2.5,1,7,34,1,0
738521,48234,2,2,3.5,2,2,7,1,0
738521,48269,2,0,3.75,2,2,29,1,0
738521,48649,2,0,2.2,0,0,48,1,0
738521,48727,2,0,2.2,0,11,35,1,0
738521,48754,1,0,3.0,0,5,11,1,0
738521,48852,2,2,2.0,0,0,5,1,0
738521,49089,1,1,3.5,0,11,24,1,0
738521,49091,2,1,3.75,0,5,17,1,0
738521,49181,1,0,3.0,1,6,10,1,0
738521,49247,2,2,2.5,1,1,26,1,0
738521,49269,2,2,2.5,1,8,14,1,0
738521,49330,1,2,3.0,1,8,18,1,0
738521,49369,1,0,3.75,0,12,37,1,0
738521,49378,1,0,2.5,1,1,50,1,0
738521,49378,1,0,3.25,3,4,43,1,0
738521,49398,2,2,2.5,1,1,26,1,0
738521,49398,1,2,3.25,3,9,16,1,0
738521,49421,2,0,2.2,0,11,35,1,0
738521,49466,1,2,3.1,1,1,1,1,0
738521,49671,1,1,3.75,0,5,17,1,0
738521,49743,2,1,2.0,0,3,3,1,0
738521,49809,1,0,3.0,1,1,39,1,0
738521,49847,2,1,2.5,1,1,26,1,0
738521,49916,2,1,3.0,0,0,0,1,0
738521,49984,2,2,3.75,0,5,22,1,0
738521,50011,1,1,3.5,0,0,9,1,0
738521,50058,2,1,2.0,0,3,3,1,0
738521,50104,1,0,2.5,1,8,14,1,0
738521,50150,2,1,3.0,1,8,20,1,0
738521,50175,2,1,2.5,1,6,32,1,0
738521,50184,1,1,3.0,1,1,39,1,0
738521,50254,2,0,3.5,0,11,24,1,0
738521,50254,1,0,3.75,3,10,21,1,0
738521,50290,2,2,2.5,1,7,34,1,0
738521,50291,1,0,2.45,0,12,36,1,0
738521,50398,2,0,4.25,0,5,6,1,0
738521,50614,2,0,2.2,0,11,35,1,0
738521,50614,1,0,3.25,3,9,16,1,0
738521,50621,1,2,3.0,0,0,0,1,0
738521,50832,2,2,4.25,0,5,40,1,0
738521,50876,1,2,2.5,0,3,33,1,0
738521,50883,1,1,3.0,0,3,28,1,0
738521,50883,1,1,3.75,3,10,21,1,0
738521,51074,2,1,3.75,2,2,29,1,0
738521,51208,2,0,3.1,1,1,1,1,0
738521,51597,2,0,2.5,0,3,33,1,0
738521,51606,2,2,3.1,0,12,44,1,0
738521,51608,2,2,2.5,1,8,14,1,0
738521,51721,2,1,3.0,1,6,49,1,0
738521,51758,2,0,4.25,0,5,6,1,0
738521,51808,1,1,4.0,1,1,27,1,0
738521,51808,1,1,3.75,3,10,21,1,0
738521,51895,2,2,4.25,0,5,40,1,0
738521,51895,1,2,3.75,3,4,13,1,0
738521,51932,2,2,3.5,2,2,7,1,0
738521,51939,2,0,3.0,0,3,28,1,0
738521,51996,1,1,4.75,2,2,15,1,0
738521,52145,2,0,3.0,1,8,20,1,0
738521,52190,2,0,3.0,1,6,49,1,0
738521,52190,1,0,4.5,3,4,30,1,0
738521,52251,1,1,2.5,1,6,32,1,0
738521,52258,1,0,3.1,1,1,1,1,0
738521,52286,1,0,2.5,1,8,14,1,0
738521,52340,2,1,3.0,0,0,51,1,0
738521,52362,2,0,4.25,0,5,40,1,0
738521,52374,2,1,4.25,0,5,6,1,0
738521,52547,1,2,4.0,1,1,27,1,0
738521,52583,2,2,3.0,0,0,51,1,0
738521,52595,1,0,3.1,1,1,1,1,0
738521,52668,1,0,2.5,1,8,31,1,0
738521,52746,1,0,3.0,0,5,11,1,0
738521,52788,2,1,2.45,0,12,36,1,0
738521,52959,2,0,4.75,2,2,15,1,0
738521,52993,2,2,2.5,1,6,42,1,0
738521,53131,1,2,3.0,1,7,12,1,0
738521,53169,1,1,2.5,1,6,32,1,0
738521,53249,1,1,3.0,0,3,28,1,0
738521,53249,1,1,3.5,3,10,47,1,0
738521,53389,2,1,3.0,1,6,10,1,0
738521,53479,2,0,3.0,1,8,18,1,0
738521,53734,2,2,2.45,0,12,36,1,0
738521,53887,2,1,3.0,0,0,51,1,0
738521,53915,1,2,3.0,1,8,18,1,0
738521,54124,2,2,4.25,0,5,6,1,0
738521,54148,1,1,3.75,0,5,22,1,0
738521,54387,2,0,2.2,0,11,35,1,0
738521,54508,2,2,3.0,1,8,18,1,0
738521,54577,1,2,2.0,0,3,3,1,0
738521,54594,1,1,4.75,2,2,15,1,0
738521,54610,1,0,3.75,0,5,17,1,0
738521,54610,1,0,3.5,3,10,47,1,0
738521,54742,1,2,3.0,0,3,28,1,0
738521,54774,2,2,2.5,1,1,50,1,0
738521,54859,2,2,3.0,0,11,23,1,0
738521,54997,2,0,3.75,0,5,22,1,0
738521,55136,1,2,4.75,2,2,15,1,0
738521,55174,1,2,2.5,0,0,25,1,0
738521,55265,2,1,3.0,0,0,51,1,0
738521,55331,2,2,4.25,0,5,6,1,0
738521,55441,1,1,3.0,0,11,23,1,0
738521,55509,2,0,2.5,1,6,42,1,0
738521,55631,2,2,3.5,2,2,7,1,0
738521,55709,1,2,3.5,2,2,7,1,0
738521,55734,1,0,3.0,1,8,18,1,0
738521,55764,1,2,3.1,1,1,1,1,0
738521,55764,1,2,3.25,3,4,45,1,0
738521,55816,1,2,3.0,1,8,18,1,0
738521,55827,2,2,2.2,0,0,48,1,0
738521,55858,1,0,2.45,0,12,36,1,0
738521,55858,2,1,2.5,0,0,25,1,0
738521,56016,2,0,2.0,0,0,5,1,0
738521,56016,1,0,3.5,3,9,38,1,0
738521,56050,2,2,4.25,0,5,40,1,0
738521,56050,1,2,3.5,3,9,19,1,0
738521,56219,2,0,3.0,0,5,41,1,0
738521,56384,1,1,2.5,1,8,31,1,0
738521,56540,1,2,3.75,0,12,37,1,0
738521,56716,2,2,2.5,1,7,34,1,0
738521,56794,2,0,3.75,0,5,17,1,0
738521,57075,2,1,3.1,0,12,44,1,0
738521,57143,2,0,4.25,0,5,6,1,0
738521,57143,1,0,3.25,3,9,16,1,0
738521,57235,2,0,3.5,0,0,9,1,0
738521,57345,1,1,3.0,0,3,28,1,0
738521,57350,2,2,2.2,0,0,48,1,0
738521,57535,1,1,2.5,1,6,32,1,0
738521,57623,1,1,3.75,0,5,22,1,0
738521,57727,1,1,4.25,0,5,40,1,0
738521,57810,2,2,2.45,0,12,36,1,0
738521,57834,1,1,2.5,1,7,34,1,0
738521,57850,2,2,2.5,1,8,14,1,0
738521,57964,2,2,2.5,0,3,33,1,0
738521,58040,2,2,2.5,0,3,33,1,0
738521,58139,2,2,2.5,1,8,14,1,0
738521,58237,2,2,2.5,1,8,14,1,0
738521,58320,1,1,3.0,0,5,11,1,0
738521,58626,2,2,2.45,0,12,36,1,0
738521,58672,2,2,2.5,0,0,25,1,0
738521,58740,2,1,2.5,0,0,25,1,0
738521,58757,1,2,2.55,1,1,8,1,0
738521,58766,2,0,3.75,0,5,17,1,0
738521,58807,2,2,3.75,0,12,37,1,0
738521,58927,1,0,2.0,0,3,3,1,0
738521,58958,1,2,2.0,0,3,3,1,0
738521,59128,1,2,2.5,1,8,31,1,0
738521,59262,1,0,2.55,1,1,8,1,0
738521,59280,2,1,3.0,1,1,39,1,0
738521,59337,1,0,2.5,1,8,14,1,0
738521,59376,2,2,3.5,0,11,24,1,0
738521,59412,1,2,3.75,0,5,17,1,0
738521,59615,1,2,3.1,0,12,44,1,0
738521,59711,1,0,2.0,0,0,5,1,0
738521,59964,1,2,3.75,0,12,37,1,0
738521,59967,1,1,3.5,2,2,7,1,0
738521,60018,1,2,3.5,0,0,9,1,0
738521,60019,1,0,2.5,1,7,34,1,0
738521,60111,1,0,2.5,0,3,33,1,0
738521,60213,2,1,2.5,1,6,42,1,0
738521,60286,2,2,2.5,1,1,26,1,0
738521,60425,1,0,2.5,1,8,31,1,0
738521,60425,1,0,3.25,3,4,43,1,0
738521,60511,2,0,2.5,1,8,31,1,0
738521,60559,1,0,3.0,1,1,39,1,0
738521,60559,1,0,3.75,3,10,21,1,0
738521,60578,1,2,2.5,1,1,50,1,0
738521,60733,2,1,2.5,1,8,14,1,0
738521,60771,1,0,2.5,1,6,42,1,0
738521,61008,1,2,2.0,0,0,5,1,0
738521,61122,1,2,3.5,2,2,7,1,0
738521,61122,1,2,3.25,3,9,16,1,0
738521,61263,2,0,3.75,0,12,37,1,0
738521,61291,2,1,2.5,1,6,42,1,0
738521,61401,1,2,2.5,1,6,42,1,0
738521,61544,2,2,3.75,0,12,37,1,0
738521,61758,2,1,3.0,1,7,12,1,0
738521,61834,1,2,3.5,0,11,24,1,0
738521,61835,1,2,4.5,2,2,2,1,0
738521,61918,2,1,3.75,0,12,37,1,0
738521,61997,2,0,2.2,0,0,48,1,0
738521,62177,1,1,3.1,0,12,44,1,0
738521,62239,2,1,4.0,1,1,27,1,0
738521,62242,1,1,2.2,0,0,48,1,0
738521,62316,1,2,2.5,0,0,25,1,0
738521,62348,2,0,2.45,0,12,36,1,0
738521,62348,1,0,3.5,3,10,47,1,0
738521,62351,2,1,4.25,0,5,6,1,0
738521,62368,2,1,2.0,0,0,5,1,0
738521,62389,2,1,3.0,0,5,11,1,0
738521,62389,1,1,4.5,3,4,30,1,0
738521,62402,2,1,2.5,1,7,34,1,0
738521,62402,1,1,3.0,3,4,4,1,0
738521,62556,1,2,3.75,0,12,37,1,0
738521,62583,1,0,2.5,1,6,32,1,0
738521,62584,1,2,4.25,0,5,40,1,0
738521,62745,2,2,3.5,2,2,7,1,0
738521,62775,1,1,3.1,0,12,44,1,0
738521,62775,1,1,3.5,3,9,19,1,0
738521,62922,1,0,3.0,0,5,41,1,0
738521,62922,1,0,3.25,3,4,45,1,0
738521,62965,1,2,2.5,1,7,34,1,0
738521,62965,1,2,3.5,3,10,47,1,0
738521,63287,2,1,2.5,1,1,26,1,0
738521,63326,1,2,3.0,1,7,12,1,0
738521,63326,1,2,3.25,3,9,16,1,0
738521,63446,1,1,2.5,1,8,14,1,0
738521,63650,1,2,4.0,1,1,27,1,0
738521,63715,2,2,4.0,1,1,27,1,0
738521,63715,1,2,3.75,3,10,21,1,0
738521,63829,2,1,2.5,1,1,50,1,0
738521,63868,2,2,3.5,0,11,24,1,0
738521,63868,1,2,3.5,3,9,38,1,0
738521,63888,1,1,2.45,0,12,36,1,0
