transaction_id,transaction_qty,store_location,unit_price,product_category,product_type,product_detail,periodo,temporada
0.0,0.14285714285714285,1.0,0.0497737556561086,0.25,0.4642857142857143,0.4050632911392405,0.0,0.0
6.6909772172225755e-06,0.14285714285714285,1.0,0.05203619909502262,1.0,0.14285714285714285,0.8987341772151899,0.0,0.0
1.3381954434445151e-05,0.14285714285714285,1.0,0.083710407239819,0.5,0.6071428571428571,0.25316455696202533,0.0,0.0
2.0072931651667726e-05,0.0,1.0,0.027149321266968323,0.25,0.35714285714285715,0.759493670886076,0.0,0.0
2.6763908868890302e-05,0.14285714285714285,1.0,0.05203619909502262,1.0,0.14285714285714285,0.8987341772151899,0.0,0.0
3.345488608611288e-05,0.0,1.0,0.0497737556561086,0.0,0.9642857142857143,0.6962025316455697,0.0,0.0
4.014586330333545e-05,0.0,1.0,0.027149321266968323,0.25,0.35714285714285715,0.759493670886076,0.0,0.0
4.6836840520558024e-05,0.14285714285714285,1.0,0.027149321266968323,0.25,0.4642857142857143,0.20253164556962025,0.0,0.0
5.3527817737780604e-05,0.0,1.0,0.07805429864253394,0.25,0.0,0.6075949367088608,0.0,0.0
6.021879495500318e-05,0.14285714285714285,1.0,0.06108597285067873,0.5,0.6071428571428571,0.26582278481012656,0.0,0.0
6.690977217222576e-05,0.0,1.0,0.039592760180995466,1.0,0.14285714285714285,0.9113924050632911,0.0,0.0
7.360074938944832e-05,0.14285714285714285,1.0,0.06108597285067873,0.25,0.4642857142857143,0.3924050632911392,0.0,0.0
8.02917266066709e-05,0.0,1.0,0.0497737556561086,1.0,0.10714285714285714,0.2911392405063291,0.0,0.0
8.698270382389348e-05,0.0,1.0,0.05203619909502262,1.0,0.14285714285714285,0.8987341772151899,0.0,0.0
9.367368104111605e-05,0.14285714285714285,1.0,0.0497737556561086,0.25,0.0,0.7721518987341772,0.0,0.0
0.00010036465825833863,0.14285714285714285,1.0,0.0497737556561086,1.0,0.17857142857142858,0.8607594936708861,0.0,0.0
0.00010705563547556121,0.0,1.0,0.0667420814479638,0.0,0.9642857142857143,0.5822784810126582,0.0,0.0
0.00011374661269278379,0.0,0.5,0.03846153846153846,1.0,0.21428571428571427,0.6455696202531646,0.0,0.0
0.00012043758991000635,0.14285714285714285,0.5,0.083710407239819,0.5,0.6071428571428571,0.25316455696202533,0.0,0.0
0.00012712856712722892,0.0,0.5,0.08936651583710407,0.5,0.6071428571428571,0.9493670886075949,0.0,0.0
0.0001338195443444515,0.14285714285714285,0.5,0.06108597285067873,0.25,0.4642857142857143,0.3924050632911392,0.0,0.0
0.00014051052156167408,0.14285714285714285,1.0,0.039592760180995466,1.0,0.14285714285714285,0.9113924050632911,0.0,0.0
0.00014720149877889665,0.0,1.0,0.05542986425339366,0.0,0.03571428571428571,0.46835443037974683,0.0,0.0
0.00015389247599611924,0.0,0.5,0.039592760180995466,1.0,0.14285714285714285,0.9113924050632911,0.0,0.0
0.0001605834532133418,0.0,0.5,0.0667420814479638,0.25,0.0,0.06329113924050633,0.0,0.0
0.00016727443043056437,0.0,1.0,0.0497737556561086,1.0,0.21428571428571427,0.6329113924050633,0.0,0.0
0.00017396540764778696,0.0,1.0,0.06108597285067873,0.0,0.03571428571428571,0.11392405063291139,0.0,0.0
0.00018065638486500953,0.14285714285714285,1.0,0.0497737556561086,1.0,0.21428571428571427,0.7974683544303798,0.0,0.0
0.0001873473620822321,0.0,1.0,0.0667420814479638,0.0,0.8214285714285714,0.12658227848101267,0.0,0.0
0.0001940383392994547,0.14285714285714285,0.5,0.0667420814479638,0.25,0.0,0.06329113924050633,0.0,0.0
